TradeID,Date,Stock,Sector,Industry,Signal,Reason,Confidence,EntryPrice,CurrentPrice,Highest,Lowest,EMA20,EMA50,EMA200,RSI,MACD,ADX,ATR,VolumeRatio,RelativeStrength,MomentumIndicators,VolatilityIndicator,VolumeIndicators,BreakoutIndicators,IchimokuIndicators,PatternIndicators,Breakout,Pullback,score,probability,confidence,ranking,SELL score 00.00,SELL Confidence 00.00,SELL Passed 0/0,SELL  probability  %,BUT score 00.00,BUT Confidence 00.00,BUT Passed 0/0,BUT  probability  %,portfolio_allowed,latest_close,market_regime,Decision=NO_TRADE/TRADE,Grade=ACCEPT/REJECT,Rank=0.00,Confidence=0.00,PositionSize,PositionRULE,StopLoss,Target1,Target2,RiskReward,ExpectedHoldDays,HoldingDays,Return,MaxProfit,MaxDrawdown,TechnicalScore,FundamentalScore,NewsScore,OverallScore,Status,ExitReason,ExitDate,AIComment,AIVersion,ANALYSIS REPORT,LEARNIG,OPTIMER,BACKTESET,BuyTier1Passed,BuyTier1Detail,BuyTier2Score,BuyTier3Score,BuyOverallScore,BuyThreshold,SellTier1Passed,SellTier1Detail,SellTier2Score,SellTier3Score,SellOverallScore,SellThreshold,Tier4Block
138,2026-07-23,DOMS.NS,Industrials,Business Equipment & Supplies,NO_TRADE,"BUY engine validation failed (combined score 41.3, need 65). | SELL engine validation failed (combined score 59.9, need 65). | BUY Strength : 40.84 | SELL Strength : 64.39 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 56.99 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 44.68 | SELL Score : 58.57 | BUY Probability : 37.01% | SELL Probability : 70.20% | R",49.59,2230.1,2230.1,2770.0,2023.9,2279.1,2276.39,2340.44,40.17,-2.01,12.39,61.01,0.43,0.97,RSI:40.17 STOCH:13.55 ADX:12.39,ATR:61.01,CMF:-0.03 MFI:43.86 VolRatio:0.43,NO,NEUTRAL,NONE,NO,NO,58.57,70.2,49.59,64.39,58.57,49.59,22 of 39,70.2,44.68,42.23,7 of 39,37.01,False,2230.1,BEAR,NO_TRADE,REJECT,64.39,49.59,0,Decision engine rejected trade.,2108.08,2352.12,2443.63,1.0,0,,,,,55.0,51.2,100.0,58.57,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,61.91,42.23,58.0,False,ema_alignment=False; market_trend=True; sma_alignment=False,63.64,38.09,49.59,58.0,Decision engine rejected trade.
139,2026-07-23,DABUR.NS,Consumer Defensive,Household & Personal Products,NO_TRADE,"BUY engine validation failed (combined score 43.1, need 65). | SELL engine validation failed (combined score 72.7, need 65). | BUY Strength : 42.93 | SELL Strength : 80.85 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 67.27 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 45.92 | SELL Score : 71.83 | BUY Probability : 39.94% | SELL Probability : 89.87% | R",53.69,423.15,423.15,577.0,403.35,431.89,436.55,466.74,30.44,-2.4,30.53,8.33,1.27,0.97,RSI:30.44 STOCH:7.46 ADX:30.53,ATR:8.33,CMF:0.11 MFI:42.55 VolRatio:1.27,NO,BEAR,NONE,NO,NO,71.83,89.87,53.69,80.85,71.83,53.69,26 of 39,89.87,45.92,43.58,8 of 39,39.94,False,423.15,BEAR,NO_TRADE,REJECT,80.85,53.69,0,Decision engine rejected trade.,406.49,439.81,452.3,1.0,0,,,,,85.0,51.16,100.0,71.83,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,61.89,43.58,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=False,72.73,38.11,53.69,58.0,Decision engine rejected trade.
140,2026-07-23,DALBHARAT.NS,Basic Materials,Building Materials,NO_TRADE,"BUY engine validation failed (combined score 64.5, need 65). | SELL engine validation failed (combined score 43.5, need 65). | BUY Strength : 64.88 | SELL Strength : 48.88 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 64.26 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 58.89 | SELL Score : 49.36 | BUY Probability : 70.87% | SELL Probability : 48.40% | R",63.65,1864.2,1864.2,2496.3,1605.0,1788.36,1782.09,1939.95,67.62,31.15,34.66,43.69,0.71,1.05,RSI:67.62 STOCH:94.04 ADX:34.66,ATR:43.69,CMF:0.11 MFI:63.56 VolRatio:0.71,NO,BULL,NONE,NO,NO,58.89,70.87,63.65,64.88,49.36,30.89,8 of 39,48.4,58.89,63.65,22 of 39,70.87,False,1864.2,SIDEWAYS,NO_TRADE,REJECT,64.88,63.65,0,Decision engine rejected trade.,1776.82,1951.58,2017.12,1.0,0,,,,,25.0,47.57,100.0,58.89,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,63.64,63.66,63.65,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,24.24,36.34,30.89,58.0,Decision engine rejected trade.
141,2026-07-23,DATAPATTNS.NS,Industrials,Aerospace & Defense,BUY,"BUY engine validation passed (combined score 77.2). | SELL engine validation failed (combined score 40.8, need 65). | BUY Strength : 80.82 | SELL Strength : 47.29 | BUY engine selected. | Trade Grade : B | Decision Quality : 79.01 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",77.2,4597.5,4597.5,4955.9,2131.0,4370.84,4264.71,3565.74,52.47,1.83,41.02,206.39,1.39,1.05,RSI:52.47 STOCH:74.89 ADX:41.02,ATR:206.39,CMF:0.22 MFI:70.75 VolRatio:1.39,NO,BULL,NONE,NO,NO,71.8,89.84,77.2,80.82,48.45,25.77,7 of 39,46.13,71.8,68.77,28 of 39,89.84,True,4597.5,BULL,BUY,ACCEPT,80.82,77.2,1,OK,4184.72,5010.28,5319.86,1.0,15,,,,,80.0,48.67,100.0,71.8,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,69.7,68.02,68.77,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,31.98,25.77,58.0,
142,2026-07-23,DEEPAKFERT.NS,Basic Materials,Chemicals,BUY,"BUY engine validation passed (combined score 67.3). | SELL engine validation failed (combined score 42.4, need 65). | BUY Strength : 69.06 | SELL Strength : 48.27 | BUY engine selected. | Trade Grade : C | Decision Quality : 68.75 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Price above Ichimoku Cloud. | Bullish market r",68.44,1580.3,1580.3,1680.0,866.4,1570.05,1494.97,1359.66,39.23,22.41,13.0,53.41,0.52,1.0,RSI:39.23 STOCH:58.34 ADX:13.0,ATR:53.41,CMF:-0.1 MFI:59.39 VolRatio:0.52,NO,BULL,NONE,NO,NO,61.74,76.39,68.44,69.06,49.01,28.68,12 of 39,47.53,61.74,63.14,22 of 39,76.39,False,1580.3,BULL,BUY,REJECT,69.06,68.44,0,Average trading volume is too low.,1473.48,1687.12,1767.23,1.0,10,,,,,45.0,61.61,100.0,61.74,WATCH,,,Trade Grade : C,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,48.48,75.14,63.14,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,33.33,24.86,28.68,58.0,Average trading volume is too low.
143,2026-07-23,DEEPAKNTR.NS,Basic Materials,Chemicals,NO_TRADE,"BUY engine validation failed (combined score 55.9, need 65). | SELL engine validation failed (combined score 45.9, need 65). | BUY Strength : 57.59 | SELL Strength : 48.00 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 54.82 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 54.39 | SELL Score : 48.86 | BUY Probability : 60.80% | SELL Probability : 47.15% | R",52.05,1653.8,1653.8,1945.9,1280.0,1661.37,1654.71,1669.31,62.19,13.28,25.17,53.55,0.64,1.01,RSI:62.19 STOCH:48.5 ADX:25.17,ATR:53.55,CMF:-0.09 MFI:77.66 VolRatio:0.64,NO,NEUTRAL,NONE,NO,NO,54.39,60.8,52.05,57.59,48.86,41.13,15 of 39,47.15,54.39,52.05,15 of 39,60.8,False,1653.8,BEAR,NO_TRADE,REJECT,57.59,52.05,0,Decision engine rejected trade.,1546.7,1760.9,1841.22,1.0,0,,,,,25.0,47.6,100.0,54.39,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,42.42,59.93,52.05,58.0,False,ema_alignment=False; market_trend=True; sma_alignment=False,42.42,40.07,41.13,58.0,Decision engine rejected trade.
144,2026-07-23,DELHIVERY.NS,Industrials,Integrated Freight & Logistics,NO_TRADE,"BUY engine validation failed (combined score 50.7, need 65). | SELL engine validation failed (combined score 42.6, need 65). | BUY Strength : 54.11 | SELL Strength : 39.30 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 52.25 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 52.36 | SELL Score : 43.75 | BUY Probability : 55.87% | SELL Probability : 34.86% | R",50.39,467.6,467.6,524.0,374.45,490.23,476.83,452.46,29.78,4.51,44.63,14.55,0.61,0.94,RSI:29.78 STOCH:3.51 ADX:44.63,ATR:14.55,CMF:0.12 MFI:53.74 VolRatio:0.61,NO,BULL,NONE,NO,NO,52.36,55.87,50.39,54.11,43.75,50.39,16 of 39,34.86,52.36,42.79,14 of 39,55.87,False,467.6,SIDEWAYS,NO_TRADE,REJECT,54.11,50.39,0,Decision engine rejected trade.,438.5,496.7,518.52,1.0,0,,,,,25.0,47.52,0.0,52.36,,,,Trade Grade : REJECT,v1.0,,,,,True,ema_alignment=True; market_trend=False; sma_alignment=True,36.36,48.05,42.79,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,48.48,51.95,50.39,58.0,Decision engine rejected trade.
145,2026-07-23,DEVYANI.NS,Consumer Cyclical,Restaurants,NO_TRADE,"BUY engine validation failed (combined score 32.7, need 65). | SELL engine validation failed (combined score 71.3, need 65). | BUY Strength : 29.99 | SELL Strength : 78.70 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 66.44 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 37.58 | SELL Score : 69.67 | BUY Probability : 22.41% | SELL Probability : 87.73% | R",54.19,109.87,109.87,191.0,91.55,112.01,113.12,126.65,36.65,-0.85,14.47,2.8,0.94,0.98,RSI:36.65 STOCH:26.57 ADX:14.47,ATR:2.8,CMF:-0.05 MFI:43.6 VolRatio:0.94,NO,BEAR,NONE,NO,NO,69.67,87.73,54.19,78.7,69.67,54.19,26 of 39,87.73,37.58,39.0,7 of 39,22.41,False,109.87,BEAR,NO_TRADE,REJECT,78.7,54.19,0,Decision engine rejected trade.,104.27,115.47,119.67,1.0,0,,,,,80.0,40.5,100.0,69.67,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,56.03,39.0,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=True,66.67,43.98,54.19,58.0,Decision engine rejected trade.
146,2026-07-23,DIVISLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,BUY,"BUY engine validation passed (combined score 76.5). | SELL engine validation failed (combined score 29.7, need 65). | BUY Strength : 77.31 | SELL Strength : 33.27 | BUY engine selected. | Trade Grade : B | Decision Quality : 78.31 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",79.31,7386.5,7386.5,7438.5,5636.5,7027.56,6816.19,6534.52,83.65,177.4,46.12,159.32,0.89,1.07,RSI:83.65 STOCH:93.09 ADX:46.12,ATR:159.32,CMF:0.03 MFI:74.25 VolRatio:0.89,NO,BULL,NONE,NO,NO,68.37,86.26,79.31,77.31,39.88,21.23,6 of 39,26.66,68.37,74.67,31 of 39,86.26,False,7386.5,BULL,BUY,REJECT,77.31,79.31,0,Insufficient historical candles.,7067.86,7705.14,7944.12,1.0,10,,,,,65.0,59.16,100.0,68.37,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,75.76,73.79,74.67,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,15.15,26.21,21.23,58.0,Insufficient historical candles.
147,2026-07-23,DIXON.NS,Technology,Consumer Electronics,NO_TRADE,"BUY engine validation failed (combined score 61.4, need 65). | SELL engine validation failed (combined score 43.5, need 65). | BUY Strength : 62.52 | SELL Strength : 48.02 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 60.71 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 57.38 | SELL Score : 48.87 | BUY Probability : 67.66% | SELL Probability : 47.18% | R",58.9,13829.0,13829.0,18471.0,9600.0,13399.09,12572.33,12692.83,65.78,565.61,48.12,527.79,0.37,1.05,RSI:65.78 STOCH:63.26 ADX:48.12,ATR:527.79,CMF:0.06 MFI:69.44 VolRatio:0.37,NO,BULL,NONE,NO,NO,57.38,67.66,58.9,62.52,48.87,32.92,9 of 39,47.18,57.38,58.9,20 of 39,67.66,False,13829.0,SIDEWAYS,NO_TRADE,REJECT,62.52,58.9,0,Decision engine rejected trade.,12773.42,14884.58,15676.26,1.0,0,,,,,20.0,40.87,100.0,57.38,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,57.58,59.98,58.9,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,24.24,40.02,32.92,58.0,Decision engine rejected trade.
148,2026-07-23,LALPATHLAB.NS,Healthcare,Diagnostics & Research,BUY,"BUY engine validation passed (combined score 69.3). | SELL engine validation failed (combined score 40.2, need 65). | BUY Strength : 72.25 | SELL Strength : 44.16 | BUY engine selected. | Trade Grade : B | Decision Quality : 70.88 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",69.52,1699.0,1699.0,1803.0,1272.6,1684.68,1634.21,1538.32,59.43,21.96,19.2,48.55,0.6,1.01,RSI:59.43 STOCH:48.08 ADX:19.2,ATR:48.55,CMF:0.09 MFI:74.91 VolRatio:0.6,NO,BULL,NONE,NO,NO,64.11,80.39,69.52,72.25,46.64,30.91,10 of 39,41.68,64.11,62.28,25 of 39,80.39,False,1699.0,BULL,BUY,REJECT,72.25,69.52,0,Insufficient historical candles.,1601.9,1796.1,1868.92,1.0,10,,,,,60.0,40.71,100.0,64.11,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,60.61,63.64,62.28,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,24.24,36.36,30.91,58.0,Insufficient historical candles.
149,2026-07-23,DRREDDY.NS,Healthcare,Drug Manufacturers - Specialty & Generic,NO_TRADE,"BUY engine validation failed (combined score 45.6, need 65). | SELL engine validation failed (combined score 75.8, need 65). | BUY Strength : 47.29 | SELL Strength : 84.59 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 70.03 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 48.45 | SELL Score : 76.05 | BUY Probability : 46.13% | SELL Probability : 93.12% | R",55.46,1166.3,1166.3,1414.9,1101.0,1252.58,1276.97,1271.59,9.25,-32.67,49.48,35.96,2.29,0.91,RSI:9.25 STOCH:23.16 ADX:49.48,ATR:35.96,CMF:-0.11 MFI:9.56 VolRatio:2.29,NO,BEAR,NONE,NO,NO,76.05,93.12,55.46,84.59,76.05,55.46,26 of 39,93.12,48.45,41.81,7 of 39,46.13,False,1166.3,SIDEWAYS,NO_TRADE,REJECT,84.59,55.46,0,Decision engine rejected trade.,1094.38,1238.22,1292.16,1.0,0,,,,,85.0,43.0,100.0,76.05,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,61.15,41.81,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,75.76,38.85,55.46,58.0,Decision engine rejected trade.
150,2026-07-23,EIDPARRY.NS,Basic Materials,Agricultural Inputs,NO_TRADE,"BUY engine validation failed (combined score 45.8, need 65). | SELL engine validation failed (combined score 45.4, need 65). | BUY Strength : 44.09 | SELL Strength : 46.23 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 47.97 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 46.60 | SELL Score : 47.84 | BUY Probability : 41.58% | SELL Probability : 44.62% | R",49.72,759.15,759.15,1246.8,698.2,754.64,760.9,875.91,54.37,6.59,34.09,23.59,0.58,1.01,RSI:54.37 STOCH:57.62 ADX:34.09,ATR:23.59,CMF:0.22 MFI:59.42 VolRatio:0.58,NO,NEUTRAL,NONE,NO,YES,47.84,44.62,49.72,46.23,47.84,43.46,13 of 39,44.62,46.6,49.72,17 of 39,41.58,False,759.15,BEAR,NO_TRADE,REJECT,46.23,49.72,0,Decision engine rejected trade.,711.97,806.33,841.71,1.0,0,,,,,40.0,54.6,0.0,47.84,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,51.52,48.26,49.72,58.0,True,ema_alignment=True; market_trend=True; sma_alignment=False,33.33,51.74,43.46,58.0,Decision engine rejected trade.
151,2026-07-23,EIHOTEL.NS,Consumer Cyclical,Lodging,NO_TRADE,"BUY engine validation failed (combined score 55.1, need 65). | SELL engine validation failed (combined score 54.5, need 65). | BUY Strength : 56.75 | SELL Strength : 60.46 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 55.93 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 53.89 | SELL Score : 56.11 | BUY Probability : 59.60% | SELL Probability : 64.82% | R",51.4,331.65,331.65,434.8,271.15,330.45,323.54,336.34,54.98,5.42,44.56,10.21,0.29,1.0,RSI:54.98 STOCH:35.08 ADX:44.56,ATR:10.21,CMF:-0.14 MFI:83.61 VolRatio:0.29,NO,BULL,NONE,NO,YES,56.11,64.82,51.4,60.46,56.11,40.42,15 of 39,64.82,53.89,51.4,13 of 39,59.6,False,331.65,SIDEWAYS,NO_TRADE,REJECT,60.46,51.4,0,Decision engine rejected trade.,311.23,352.07,367.38,1.0,0,,,,,45.0,47.63,100.0,56.11,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,36.36,63.7,51.4,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,45.45,36.3,40.42,58.0,Decision engine rejected trade.
152,2026-07-23,EICHERMOT.NS,Consumer Cyclical,Auto Manufacturers,BUY,"BUY engine validation passed (combined score 74.8). | SELL engine validation failed (combined score 33.0, need 65). | BUY Strength : 78.19 | SELL Strength : 35.81 | BUY engine selected. | Trade Grade : B | Decision Quality : 76.58 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",74.97,7632.0,7632.0,8230.0,5353.0,7454.93,7365.33,7068.18,68.74,62.88,24.92,146.04,0.57,1.03,RSI:68.74 STOCH:82.0 ADX:24.92,ATR:146.04,CMF:-0.07 MFI:57.6 VolRatio:0.57,NO,BULL,NONE,NO,NO,69.19,87.2,74.97,78.19,41.56,26.36,8 of 39,30.07,69.19,66.82,26 of 39,87.2,False,7632.0,BULL,BUY,REJECT,78.19,74.97,0,Insufficient historical candles.,7339.92,7924.08,8143.14,1.0,10,,,,,70.0,51.24,100.0,69.19,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,63.64,69.43,66.82,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,21.21,30.57,26.36,58.0,Insufficient historical candles.
153,2026-07-23,ELECON.NS,Industrials,Specialty Industrial Machinery,NO_TRADE,"BUY engine validation failed (combined score 41.7, need 65). | SELL engine validation failed (combined score 69.2, need 65). | BUY Strength : 42.09 | SELL Strength : 76.44 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 64.44 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 45.42 | SELL Score : 67.58 | BUY Probability : 38.75% | SELL Probability : 85.30% | R",52.43,437.1,437.1,634.9,352.0,490.13,500.56,497.13,14.93,-20.2,44.46,21.26,0.59,0.87,RSI:14.93 STOCH:2.17 ADX:44.46,ATR:21.26,CMF:-0.1 MFI:11.2 VolRatio:0.59,NO,BEAR,NONE,NO,NO,67.58,85.3,52.43,76.44,67.58,52.43,23 of 39,85.3,45.42,40.76,7 of 39,38.75,False,437.1,SIDEWAYS,NO_TRADE,REJECT,76.44,52.43,0,Decision engine rejected trade.,394.58,479.62,511.51,1.0,0,,,,,70.0,39.5,100.0,67.58,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,18.18,59.23,40.76,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,66.67,40.78,52.43,58.0,Decision engine rejected trade.
154,2026-07-23,ELGIEQUIP.NS,Industrials,Specialty Industrial Machinery,NO_TRADE,"BUY engine validation failed (combined score 69.6, need 65). | SELL engine validation failed (combined score 43.4, need 65). | BUY Strength : 75.41 | SELL Strength : 46.63 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 65.66 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 66.68 | SELL Score : 48.07 | BUY Probability : 84.13% | SELL Probability : 45.19% | R",55.91,586.05,586.05,633.85,408.25,587.31,580.4,542.75,53.17,-1.39,32.81,18.21,0.88,1.0,RSI:53.17 STOCH:49.64 ADX:32.81,ATR:18.21,CMF:-0.04 MFI:57.85 VolRatio:0.88,NO,NEUTRAL,NONE,NO,NO,66.68,84.13,55.91,75.41,48.07,35.91,15 of 39,45.19,66.68,55.91,18 of 39,84.13,False,586.05,BULL,NO_TRADE,REJECT,75.41,55.91,0,Decision engine rejected trade.,549.63,622.47,649.78,1.0,0,,,,,15.0,51.21,100.0,66.68,,,,Trade Grade : REJECT,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,39.39,69.42,55.91,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,42.42,30.58,35.91,58.0,Decision engine rejected trade.
155,2026-07-23,EMAMILTD.NS,Consumer Defensive,Household & Personal Products,NO_TRADE,"BUY engine validation failed (combined score 53.4, need 65). | SELL engine validation failed (combined score 69.7, need 65). | BUY Strength : 54.95 | SELL Strength : 79.71 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 64.67 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 52.84 | SELL Score : 70.66 | BUY Probability : 57.05% | SELL Probability : 88.76% | R",49.63,413.9,413.9,634.2,376.4,410.39,413.23,462.16,48.17,0.54,40.14,12.09,1.19,1.01,RSI:48.17 STOCH:47.58 ADX:40.14,ATR:12.09,CMF:-0.1 MFI:38.26 VolRatio:1.19,NO,NEUTRAL,NONE,NO,YES,70.66,88.76,49.63,79.71,70.66,46.28,19 of 39,88.76,52.84,49.63,14 of 39,57.05,False,413.9,SIDEWAYS,NO_TRADE,REJECT,79.71,49.63,0,Decision engine rejected trade.,389.72,438.08,456.21,1.0,0,,3.1397956640916935,0.0,3.1397956640916935,70.0,37.28,100.0,70.66,CLOSED,HARD RISK EXIT: Risk engine flagged this symbol as unsafe.; News sentiment now works against this SELL position (100/100).,2026-07-23,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=False; market_trend=False; sma_alignment=False,39.39,58.0,49.63,58.0,False,ema_alignment=True; market_trend=False; sma_alignment=False,51.52,42.0,46.28,58.0,Decision engine rejected trade.
156,2026-07-23,EMCURE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,BUY,"BUY engine validation passed (combined score 73.4). | SELL engine validation failed (combined score 35.3, need 65). | BUY Strength : 76.27 | SELL Strength : 38.61 | BUY engine selected. | Trade Grade : B | Decision Quality : 75.20 |  | ========== AI DECISION ========== | Final Action : BUY | AI selected BUY after evaluating all engines. |  | BUY Explanation: | Bullish EMA alignment. | Bullish SMA alignment. | Price above EMA20. | Price above VWAP. | Supertrend is bullish. | Price above Ichimoku ",74.13,1889.2,1889.2,1944.0,1260.0,1826.36,1774.05,1605.98,54.87,24.57,36.18,52.54,0.62,1.03,RSI:54.87 STOCH:73.12 ADX:36.18,ATR:52.54,CMF:-0.19 MFI:50.71 VolRatio:0.62,NO,BULL,NONE,NO,NO,67.43,85.11,74.13,76.27,43.32,27.73,9 of 39,33.89,67.43,66.81,26 of 39,85.11,False,1889.2,BULL,BUY,REJECT,76.27,74.13,0,Insufficient historical candles.,1784.12,1994.28,2073.09,1.0,10,,,,,65.0,51.2,100.0,67.43,WATCH,,,Trade Grade : B,v1.0,,,,,True,ema_alignment=True; market_trend=True; sma_alignment=True,63.64,69.41,66.81,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,24.24,30.59,27.73,58.0,Insufficient historical candles.
157,2026-07-23,EMMVEE.NS,Technology,Solar,NO_TRADE,"BUY engine validation failed (combined score 56.7, need 65). | SELL engine validation failed (combined score 49.1, need 65). | BUY Strength : 59.87 | SELL Strength : 51.31 | Neither BUY nor SELL satisfied minimum requirements. | Trade Grade : REJECT | Decision Quality : 54.63 |  | ========== AI DECISION ========== | Final Action : NO_TRADE | AI rejected the trade due to insufficient conviction. |  | BUY Score : 55.75 | SELL Score : 50.75 | BUY Probability : 63.99% | SELL Probability : 51.87% | R",49.39,319.75,319.75,371.55,171.51,334.74,319.87,263.53,34.52,0.92,12.99,15.28,0.46,0.94,RSI:34.52 STOCH:8.4 ADX:12.99,ATR:15.28,CMF:0.02 MFI:48.71 VolRatio:0.46,NO,BULL,NONE,NO,NO,55.75,63.99,49.39,59.87,50.75,43.8,18 of 39,51.87,55.75,49.39,12 of 39,63.99,False,319.75,SIDEWAYS,NO_TRADE,REJECT,59.87,49.39,0,Decision engine rejected trade.,289.19,350.31,373.23,1.0,0,,,,,30.0,50.0,100.0,55.75,,,,Trade Grade : REJECT,v1.0,,,,,False,ema_alignment=True; market_trend=False; sma_alignment=False,30.3,65.0,49.39,58.0,False,ema_alignment=False; market_trend=False; sma_alignment=False,54.55,35.0,43.8,58.0,Decision engine rejected trade.
